event_id,timestamp,user_id,src_ip,device_id,event_type,authentication_result,location,severity,source_file,deletion_reason,alert_id,alert_type,process_name,status,analyst_decision,department,role,employment_status,privileged_account
AUTH004505,2026-03-21T13:31:00Z,U0302,10.19.140.190,D0016,LOGIN,Success,Marseille,medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH002175,2026-03-13 17:26:50,U0124,10.41.7.129,D0019,RDP_SESSION,success,Paris,LOW,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH002213,2026-03-10T11:01:58Z,,10.3.229.71,D0113,RDP_SESSION,SUCCESS,Bordeaux,MEDIUM,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH003969,2026-03-04T19:13:20Z,U0390,10.29.70.54,D0167,VPN_CONNECT,SUCCESS,Nantes,medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH000241,2026-03-14 17:05:30,U0313,10.48.103.220,D0144,LOGIN,Success,Paris,low,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH003831,2026-03-04 10:01:23,U0115,10.40.11.37,D0167,LOGOUT,Success,Lyon,medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH001054,11/03/2026 08:08,U0151,10.6.129.24,D0035,LOGOUT,failed,Paris,Low,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH000687,2026-03-05T16:05:56Z,U0064,10.50.89.11,D0177,LOGOUT,SUCCESS,Nantes,medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH004615,2026-03-06 08:16:32,U0214,10.40.141.254,D0036,VPN_CONNECT,Success,Marseille,Medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH000798,2026-03-05T01:32:06Z,U0076,10.1.9.143,D0074,RDP_SESSION,SUCCESS,Bordeaux,MEDIUM,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH002488,2026-03-03 11:09:19,U0037,10.4.46.243,D0096,LOGOUT,Success,Marseille,low,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH004104,2026-03-08 12:42:55,U0146,10.46.19.196,D0177,LOGIN,SUCCESS,Marseille,LOW,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH002388,2026-03-18T10:08:37Z,,10.2.236.76,D0081,PASSWORD_CHANGE,SUCCESS,Toulouse,Medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH000059,2026-03-20T11:00:43Z,U0141,10.22.215.160,D0080,LOGOUT,Success,Lille,Medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH001299,2026-03-09T09:19:22Z,U0109,10.25.28.230,D0187,VPN_CONNECT,SUCCESS,Lille,low,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH004360,13/03/2026 08:06,U0337,10.7.189.24,D0039,PASSWORD_CHANGE,Success,Lyon,medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH004813,2026-03-10 19:21:57,U0166,10.34.83.15,D9007,LOGIN,Success,Toulouse,low,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH001436,2026-03-13 14:53:30,U0303,10.33.189.145,D0091,RDP_SESSION,success,Marseille,Medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH003005,10/03/2026 18:28,U0182,10.3.89.175,D0006,VPN_CONNECT,Success,Lyon,LOW,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH001239,2026-03-13 17:10:37,U0329,10.36.81.148,D0075,RDP_SESSION,success,Marseille,Low,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH004807,2026-03-20 15:00:11,U0247,10.27.44.58,D9002,LOGIN,SUCCESS,Lille,low,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH001625,03/03/2026 16:58,U0088,10.35.87.219,D0178,LOGIN,success,Toulouse,medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH003988,2026-03-22 12:26:05,U0048,10.19.243.90,D0056,RDP_SESSION,SUCCESS,Bordeaux,Low,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH003272,2026-03-17T19:30:43Z,U0150,10.41.239.115,D0078,MFA_CHALLENGE,FAILED,Marseille,medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH000615,2026-03-18 17:31:41,U0284,10.31.217.169,D0059,PASSWORD_CHANGE,Success,Toulouse,medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH002929,11/03/2026 12:26,U0153,10.12.143.91,D0099,LOGOUT,Success,Lille,medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH003806,2026-03-12T12:52:00Z,U0145,10.33.41.89,D0179,PASSWORD_CHANGE,SUCCESS,Toulouse,medium,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH000183,2026-03-14 08:39:55,U0384,192.168.1.256,D0088,PASSWORD_CHANGE,Success,Lille,MEDIUM,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
AUTH003732,2026-03-18T08:48:37Z,U0041,10.20.116.201,D0164,PASSWORD_CHANGE,Success,Bordeaux,low,authentication_logs.csv,EXACT_DUPLICATE_ROW,,,,,,,,,
,2026-03-11 03:33:00,U0392,,D0165,,,,high,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001252,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
