timestamp,source,event_id,user_id,device_id,src_ip,src_ip_valid,event_type,process_name,severity,authentication_result,location,user_department,user_role,employment_status,privileged_account,hostname,asset_type,asset_owner,asset_criticality,user_known,device_known,label,triage_label
2026-03-02 09:22:56,edr_alerts,EDR000047,U0295,D0069,UNKNOWN,False,PUP Detected,outlook.exe,LOW,NOT_APPLICABLE,UNKNOWN,Communication,Assistant,ACTIVE,YES,PHF-LT-0069,Mobile,Communication,HIGH,True,True,FALSE_POSITIVE,NORMAL
2026-03-02 09:23:00,authentication_logs,AUTH001368,U0377,D0017,10.25.248.187,True,LOGIN,UNKNOWN,LOW,SUCCESS,Nantes,Direction,Coordinator,ACTIVE,NO,PHF-LT-0017,Mobile,Direction,HIGH,True,True,UNLABELED,NORMAL
2026-03-02 09:23:15,authentication_logs,AUTH004603,U0002,D0082,10.50.120.142,True,VPN_CONNECT,UNKNOWN,MEDIUM,SUCCESS,Bordeaux,Direction,Analyst,ACTIVE,NO,PHF-VM-0082,VM,Juridique,HIGH,True,True,UNLABELED,NORMAL
2026-03-02 09:26:08,authentication_logs,AUTH000553,U0289,D0193,10.43.79.233,True,LOGIN,UNKNOWN,LOW,SUCCESS,Lyon,IT,Coordinator,ACTIVE,NO,PHF-SRV-0193,Server,RH,CRITICAL,True,True,UNLABELED,NORMAL
2026-03-02 09:27:00,authentication_logs,AUTH003886,U0094,D0018,10.39.73.223,True,LOGOUT,UNKNOWN,LOW,SUCCESS,Paris,IT,Analyst,ACTIVE,NO,PHF-SRV-0018,VM,IT,LOW,True,True,UNLABELED,NORMAL
2026-03-02 09:34:00,authentication_logs,AUTH000939,U0315,D0170,10.42.58.5,True,VPN_CONNECT,UNKNOWN,LOW,SUCCESS,Toulouse,IT,Technician,ACTIVE,NO,PHF-LT-0170,VM,RH,LOW,True,True,UNLABELED,NORMAL
2026-03-02 09:35:00,authentication_logs,AUTH000569,U0374,D0142,10.8.171.90,True,VPN_CONNECT,UNKNOWN,LOW,SUCCESS,Toulouse,IT,Assistant,ACTIVE,NO,PHF-VM-0142,Mobile,Regions,CRITICAL,True,True,UNLABELED,NORMAL
2026-03-02 09:35:38,authentication_logs,AUTH002191,U0166,D0148,10.42.21.204,True,MFA_CHALLENGE,UNKNOWN,MEDIUM,FAILED,Nantes,Regions,Analyst,ACTIVE,NO,PHF-LT-0148,Desktop,Direction,CRITICAL,True,True,UNLABELED,SUSPICIOUS
2026-03-02 09:44:35,authentication_logs,AUTH001944,U0049,D0145,10.15.200.227,True,LOGIN,UNKNOWN,MEDIUM,SUCCESS,Lille,Regions,Analyst,ACTIVE,NO,PHF-WS-0145,Mobile,Direction,LOW,True,True,UNLABELED,NORMAL
2026-03-02 09:45:27,authentication_logs,AUTH001010,U0294,D0080,10.10.197.157,True,MFA_CHALLENGE,UNKNOWN,LOW,SUCCESS,Lille,Finance,Engineer,ACTIVE,NO,PHF-WS-0080,Mobile,Communication,CRITICAL,True,True,UNLABELED,NORMAL
2026-03-02 09:46:31,authentication_logs,AUTH002028,U0135,D0191,10.5.137.39,True,LOGOUT,UNKNOWN,LOW,SUCCESS,Nantes,Juridique,Assistant,ACTIVE,NO,PHF-VM-0191,Laptop,Regions,LOW,True,True,UNLABELED,NORMAL
2026-03-02 09:52:50,authentication_logs,AUTH000103,U0170,D0129,10.31.252.66,True,LOGIN,UNKNOWN,LOW,SUCCESS,Lille,Finance,Analyst,ACTIVE,NO,PHF-VM-0129,Server,IT,CRITICAL,True,True,UNLABELED,NORMAL
2026-03-02 09:56:17,authentication_logs,AUTH000853,U0093,D0193,10.6.135.238,True,VPN_CONNECT,UNKNOWN,LOW,SUCCESS,Nantes,Regions,Coordinator,ACTIVE,NO,PHF-SRV-0193,Server,RH,CRITICAL,True,True,UNLABELED,SUSPICIOUS
2026-03-02 09:59:00,authentication_logs,AUTH003675,U0290,D0181,10.10.80.76,True,VPN_CONNECT,UNKNOWN,LOW,SUCCESS,Marseille,Juridique,Engineer,ACTIVE,NO,PHF-LT-0181,Desktop,IT,CRITICAL,True,True,UNLABELED,NORMAL
2026-03-02 10:00:25,authentication_logs,AUTH001025,U0269,D0127,10.15.190.225,True,LOGIN,UNKNOWN,MEDIUM,SUCCESS,Lille,IT,Analyst,ACTIVE,NO,PHF-LT-0127,Laptop,Regions,UNKNOWN,True,True,UNLABELED,NORMAL
2026-03-02 10:01:12,authentication_logs,AUTH001288,U0114,D0145,10.17.2.203,True,LOGOUT,UNKNOWN,LOW,SUCCESS,Paris,RH,Analyst,ACTIVE,NO,PHF-WS-0145,Mobile,Direction,LOW,True,True,UNLABELED,NORMAL
2026-03-02 10:02:11,edr_alerts,EDR000494,U0318,D0079,UNKNOWN,False,Suspicious Process,sccm_client.exe,MEDIUM,NOT_APPLICABLE,UNKNOWN,IT,Engineer,ACTIVE,NO,PHF-LT-0079,Mobile,RH,CRITICAL,True,True,FALSE_POSITIVE,NORMAL
2026-03-02 10:17:00,authentication_logs,AUTH002734,U0352,D0110,10.20.60.131,True,LOGOUT,UNKNOWN,LOW,SUCCESS,Lyon,Direction,Director,ACTIVE,NO,PHF-LT-0110,VM,RH,LOW,True,True,UNLABELED,NORMAL
2026-03-02 10:20:14,authentication_logs,AUTH001920,U0190,D0105,10.37.86.122,True,LOGOUT,UNKNOWN,MEDIUM,SUCCESS,Nantes,IT,Manager,ACTIVE,YES,PHF-LT-0105,VM,Regions,HIGH,True,True,UNLABELED,SUSPICIOUS
2026-03-02 10:21:00,authentication_logs,AUTH004356,U0101,D0178,10.13.18.148,True,LOGOUT,UNKNOWN,MEDIUM,SUCCESS,Bordeaux,Regions,Coordinator,ACTIVE,NO,PHF-LT-0178,Server,Juridique,MEDIUM,True,True,UNLABELED,NORMAL
2026-03-02 10:27:17,authentication_logs,AUTH000426,U0070,D0174,10.34.71.50,True,MFA_CHALLENGE,UNKNOWN,MEDIUM,SUCCESS,Lille,Regions,Analyst,ACTIVE,NO,PHF-VM-0174,VM,IT,UNKNOWN,True,True,UNLABELED,NORMAL
2026-03-02 10:29:07,edr_alerts,EDR000886,U0124,D0200,UNKNOWN,False,Unusual Network,teams.exe,LOW,NOT_APPLICABLE,UNKNOWN,RH,Engineer,ACTIVE,NO,PHF-SRV-0200,Desktop,Communication,CRITICAL,True,True,FALSE_POSITIVE,NORMAL
2026-03-02 10:29:55,authentication_logs,AUTH003317,U0200,D0185,10.19.253.150,True,MFA_CHALLENGE,UNKNOWN,LOW,SUCCESS,Lyon,Direction,Assistant,ACTIVE,YES,PHF-LT-0185,Desktop,Direction,CRITICAL,True,True,UNLABELED,MALICIOUS
2026-03-02 10:34:49,authentication_logs,AUTH004217,U0029,D0177,10.35.207.201,True,LOGOUT,UNKNOWN,MEDIUM,SUCCESS,Nantes,Juridique,Engineer,ACTIVE,NO,PHF-SRV-0177,Laptop,Finance,CRITICAL,True,True,UNLABELED,NORMAL
2026-03-02 10:34:59,authentication_logs,AUTH003403,U0007,D0129,10.36.98.220,True,VPN_CONNECT,UNKNOWN,LOW,SUCCESS,Toulouse,IT,Director,ACTIVE,YES,PHF-VM-0129,Server,IT,CRITICAL,True,True,UNLABELED,SUSPICIOUS
2026-03-02 10:43:00,authentication_logs,AUTH001265,U0280,D0193,10.27.156.254,True,LOGIN,UNKNOWN,MEDIUM,SUCCESS,Bordeaux,Finance,Coordinator,ACTIVE,YES,PHF-SRV-0193,Server,RH,CRITICAL,True,True,UNLABELED,MALICIOUS
2026-03-02 10:44:00,authentication_logs,AUTH003569,U0165,D0193,10.9.220.202,True,LOGOUT,UNKNOWN,MEDIUM,SUCCESS,Nantes,IT,Coordinator,ACTIVE,NO,PHF-SRV-0193,Server,RH,CRITICAL,True,True,UNLABELED,SUSPICIOUS
2026-03-02 10:55:13,edr_alerts,EDR000658,U0354,D0044,UNKNOWN,False,Suspicious Process,teams.exe,HIGH,NOT_APPLICABLE,UNKNOWN,Finance,Engineer,ACTIVE,NO,PHF-VM-0044,Mobile,IT,LOW,True,True,FALSE_POSITIVE,NORMAL
2026-03-02 10:57:54,authentication_logs,AUTH001421,U0117,D0114,10.24.17.96,True,VPN_CONNECT,UNKNOWN,MEDIUM,SUCCESS,Paris,IT,Engineer,ACTIVE,NO,PHF-WS-0114,Desktop,RH,MEDIUM,True,True,UNLABELED,NORMAL
2026-03-02 10:59:48,edr_alerts,EDR000393,U0220,D0063,UNKNOWN,False,PUP Detected,antivirus_update.exe,LOW,NOT_APPLICABLE,UNKNOWN,Communication,Director,INACTIVE,NO,PHF-WS-0063,Desktop,IT,CRITICAL,True,True,FALSE_POSITIVE,MALICIOUS
2026-03-02 11:02:39,edr_alerts,EDR000937,U0058,D0188,UNKNOWN,False,Unusual Network,teams.exe,HIGH,NOT_APPLICABLE,UNKNOWN,IT,Assistant,ACTIVE,NO,PHF-VM-0188,Desktop,UNKNOWN,MEDIUM,True,True,FALSE_POSITIVE,NORMAL
2026-03-02 11:17:35,authentication_logs,AUTH004361,U0118,D0126,10.44.70.57,True,LOGOUT,UNKNOWN,MEDIUM,FAILED,Lille,Finance,Analyst,ACTIVE,NO,PHF-SRV-0126,Desktop,RH,CRITICAL,True,True,UNLABELED,SUSPICIOUS
2026-03-02 11:18:00,authentication_logs,AUTH004137,U0045,D0051,10.0.227.54,True,VPN_CONNECT,UNKNOWN,MEDIUM,SUCCESS,Nantes,Juridique,Coordinator,ACTIVE,NO,PHF-SRV-0051,VM,Regions,CRITICAL,True,True,UNLABELED,NORMAL
2026-03-02 11:24:00,authentication_logs,AUTH002875,UNKNOWN,D0002,10.20.68.31,True,VPN_CONNECT,UNKNOWN,MEDIUM,SUCCESS,Paris,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PHF-WS-0002,VM,IT,CRITICAL,False,True,UNLABELED,SUSPICIOUS
2026-03-02 11:26:11,edr_alerts,EDR001662,U0380,D0005,UNKNOWN,False,PUP Detected,sccm_client.exe,HIGH,NOT_APPLICABLE,UNKNOWN,Communication,Coordinator,ACTIVE,NO,PHF-WS-0005,Desktop,UNKNOWN,CRITICAL,True,True,NEEDS_INVESTIGATION,MALICIOUS
2026-03-02 11:27:56,edr_alerts,EDR000681,U0103,D0062,UNKNOWN,False,PUP Detected,python.exe,LOW,NOT_APPLICABLE,UNKNOWN,Finance,Technician,ACTIVE,NO,PHF-VM-0062,Laptop,RH,HIGH,True,True,FALSE_POSITIVE,NORMAL
2026-03-02 11:29:44,edr_alerts,EDR000686,U0120,D0044,UNKNOWN,False,Suspicious Process,python.exe,LOW,NOT_APPLICABLE,UNKNOWN,Communication,Engineer,INACTIVE,NO,PHF-VM-0044,Mobile,IT,LOW,True,True,FALSE_POSITIVE,SUSPICIOUS
2026-03-02 11:31:00,authentication_logs,AUTH002036,U0192,D0078,10.16.250.3,True,RDP_SESSION,UNKNOWN,MEDIUM,SUCCESS,Nantes,Regions,Director,ACTIVE,NO,PHF-LT-0078,Desktop,Communication,MEDIUM,True,True,UNLABELED,NORMAL
2026-03-02 11:32:43,authentication_logs,AUTH002482,U0039,D0118,10.9.73.153,True,RDP_SESSION,UNKNOWN,LOW,SUCCESS,Nantes,RH,Manager,ACTIVE,NO,PHF-WS-0118,Laptop,Juridique,MEDIUM,True,True,UNLABELED,NORMAL
2026-03-02 11:43:13,edr_alerts,EDR001131,U0189,D0121,UNKNOWN,False,PUP Detected,teams.exe,HIGH,NOT_APPLICABLE,UNKNOWN,RH,Analyst,ACTIVE,NO,PHF-WS-0120,VM,UNKNOWN,MEDIUM,True,True,FALSE_POSITIVE,NORMAL
2026-03-02 11:44:18,edr_alerts,EDR000936,U0150,D0181,UNKNOWN,False,Suspicious Process,outlook.exe,MEDIUM,NOT_APPLICABLE,UNKNOWN,Finance,Technician,ACTIVE,NO,PHF-LT-0181,Desktop,IT,CRITICAL,True,True,FALSE_POSITIVE,NORMAL
2026-03-02 11:46:25,authentication_logs,AUTH004790,U0036,D9005,10.1.91.8,True,LOGIN,UNKNOWN,LOW,SUCCESS,Marseille,RH,Analyst,ACTIVE,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,False,UNLABELED,NORMAL
2026-03-02 11:49:00,authentication_logs,AUTH000600,U0269,D0093,10.2.92.108,True,MFA_CHALLENGE,UNKNOWN,MEDIUM,SUCCESS,Bordeaux,IT,Analyst,ACTIVE,NO,PHF-LT-0093,Server,Finance,LOW,True,True,UNLABELED,NORMAL
2026-03-02 11:49:17,authentication_logs,AUTH003776,U0275,D0067,10.15.200.250,True,RDP_SESSION,UNKNOWN,LOW,SUCCESS,Lyon,Juridique,Engineer,ACTIVE,NO,PHF-WS-0067,Mobile,UNKNOWN,LOW,True,True,UNLABELED,NORMAL
2026-03-02 11:51:14,authentication_logs,AUTH001111,U0182,D0004,10.43.106.51,True,LOGOUT,UNKNOWN,MEDIUM,SUCCESS,Lyon,Direction,Engineer,ACTIVE,NO,PHF-LT-0004,Mobile,RH,MEDIUM,True,True,UNLABELED,NORMAL
2026-03-02 11:58:08,authentication_logs,AUTH000213,U0245,D0115,10.4.151.201,True,LOGOUT,UNKNOWN,LOW,SUCCESS,Lille,RH,Assistant,ACTIVE,NO,PHF-LT-0115,Mobile,Communication,UNKNOWN,True,True,UNLABELED,NORMAL
2026-03-02 11:59:34,authentication_logs,AUTH001686,U0198,D0061,10.31.70.206,True,MFA_CHALLENGE,UNKNOWN,MEDIUM,SUCCESS,Lyon,Communication,Manager,ACTIVE,NO,PHF-SRV-0061,VM,RH,CRITICAL,True,True,UNLABELED,NORMAL
2026-03-02 12:03:00,authentication_logs,AUTH000468,U0072,D0123,10.20.151.224,True,RDP_SESSION,UNKNOWN,MEDIUM,SUCCESS,Marseille,Direction,Engineer,ACTIVE,NO,PHF-SRV-0123,VM,Juridique,UNKNOWN,True,True,UNLABELED,NORMAL
2026-03-02 12:04:00,authentication_logs,AUTH004034,U0349,D0172,10.45.212.202,True,RDP_SESSION,UNKNOWN,LOW,SUCCESS,Marseille,Regions,Analyst,ACTIVE,NO,PHF-SRV-0172,Server,IT,HIGH,True,True,UNLABELED,SUSPICIOUS
2026-03-02 12:04:33,authentication_logs,AUTH004236,U0227,D0170,10.41.135.245,True,RDP_SESSION,UNKNOWN,LOW,SUCCESS,Nantes,Finance,Engineer,ACTIVE,NO,PHF-LT-0170,VM,RH,LOW,True,True,UNLABELED,NORMAL
2026-03-02 12:04:41,authentication_logs,AUTH004289,U0264,D0045,10.38.229.251,True,LOGIN,UNKNOWN,MEDIUM,SUCCESS,Bordeaux,Juridique,Director,ACTIVE,NO,PHF-LT-0045,Mobile,Finance,UNKNOWN,True,True,UNLABELED,NORMAL
2026-03-02 12:13:22,authentication_logs,AUTH003160,U0264,D0093,10.16.115.118,True,RDP_SESSION,UNKNOWN,LOW,SUCCESS,Marseille,Juridique,Director,ACTIVE,NO,PHF-LT-0093,Server,Finance,LOW,True,True,UNLABELED,NORMAL
2026-03-02 12:14:01,authentication_logs,AUTH001138,U0246,D0185,10.4.198.195,True,RDP_SESSION,UNKNOWN,MEDIUM,SUCCESS,Nantes,Regions,Manager,ACTIVE,NO,PHF-LT-0185,Desktop,Direction,CRITICAL,True,True,UNLABELED,SUSPICIOUS
2026-03-02 12:17:41,authentication_logs,AUTH002663,U0245,D0062,10.48.48.140,True,LOGOUT,UNKNOWN,MEDIUM,SUCCESS,Marseille,RH,Assistant,ACTIVE,NO,PHF-VM-0062,Laptop,RH,HIGH,True,True,UNLABELED,NORMAL
2026-03-02 12:18:00,authentication_logs,AUTH002215,U0375,D0157,10.35.47.139,True,MFA_CHALLENGE,UNKNOWN,MEDIUM,SUCCESS,Bordeaux,RH,Assistant,ACTIVE,NO,PHF-WS-0157,Mobile,Communication,HIGH,True,True,UNLABELED,NORMAL
2026-03-02 12:19:03,edr_alerts,EDR000018,U0103,D0060,UNKNOWN,False,Suspicious Process,chrome.exe,MEDIUM,NOT_APPLICABLE,UNKNOWN,Finance,Technician,ACTIVE,NO,PHF-VM-0060,Server,Communication,UNKNOWN,True,True,UNLABELED,NORMAL
2026-03-02 12:28:17,authentication_logs,AUTH000181,U0346,D0187,10.34.245.30,True,VPN_CONNECT,UNKNOWN,LOW,SUCCESS,Toulouse,RH,Analyst,ACTIVE,NO,PHF-SRV-0187,Desktop,IT,HIGH,True,True,UNLABELED,NORMAL
2026-03-02 12:33:05,authentication_logs,AUTH001373,U0013,D0002,10.38.231.122,True,LOGOUT,UNKNOWN,MEDIUM,SUCCESS,Toulouse,Finance,Technician,ACTIVE,NO,PHF-WS-0002,VM,IT,CRITICAL,True,True,UNLABELED,SUSPICIOUS
2026-03-02 12:35:00,authentication_logs,AUTH000358,U0003,D0107,10.14.98.187,True,VPN_CONNECT,UNKNOWN,MEDIUM,FAILED,Paris,RH,Manager,ACTIVE,NO,PHF-SRV-0107,Mobile,Direction,UNKNOWN,True,True,UNLABELED,NORMAL
